sub_region_1,date,workplaces_percent_change_from_baseline,Predicted
California,8/21/2022,-13,-14.18831258
California,8/21/2022,-17,-16.07304008
California,8/21/2022,-13,-14.37194591
California,8/21/2022,-10,-13.53372769
California,8/21/2022,-3,-17.6360533
California,8/21/2022,-16,-14.86099936
California,8/21/2022,-14,-12.42033927
California,8/21/2022,-13,-17.35417603
California,8/21/2022,-1,-12.76625951
California,8/21/2022,-19,-19.48573409
California,8/21/2022,-13,-11.80569807
California,8/21/2022,-13,-16.01817335
California,8/21/2022,-11,-15.43542874
California,8/21/2022,-11,-17.1837656
California,8/21/2022,-13,-17.09616878
California,8/21/2022,-11,-14.852593
California,8/21/2022,-13,-11.46971787
Pennsylvania,8/21/2022,-11,-10.82310748
Pennsylvania,8/21/2022,1,-7.468632943
Pennsylvania,8/21/2022,2,-4.168460254
Pennsylvania,8/21/2022,-2,-7.879458638
Pennsylvania,8/21/2022,-3,-5.619042806
Pennsylvania,8/21/2022,-18,-20.3977895
Pennsylvania,8/21/2022,-8,-9.441109397
Pennsylvania,8/21/2022,-6,-11.54404523
Pennsylvania,8/21/2022,-4,-10.78498979
Pennsylvania,8/21/2022,-1,-3.597809035
Pennsylvania,8/21/2022,-5,-12.48746312
Pennsylvania,8/21/2022,-7,-9.496294173
Pennsylvania,8/21/2022,-20,-15.89500559
Pennsylvania,8/21/2022,-2,-13.18521034
Pennsylvania,8/21/2022,-9,-11.03614419
Pennsylvania,8/21/2022,2,-6.396939882
Wyoming,8/21/2022,-8,-10.72741736
California,8/22/2022,-44,-37.10550104
California,8/22/2022,-37,-30.23699404
California,8/22/2022,-31,-31.84781095
California,8/22/2022,-27,-28.04749981
California,8/22/2022,-22,-24.43977933
California,8/22/2022,-19,-28.99912345
California,8/22/2022,-24,-22.55114036
California,8/22/2022,-20,-16.33659282
California,8/22/2022,-17,-22.89125613
California,8/22/2022,-34,-28.71406841
California,8/22/2022,-14,-22.35959235
California,8/22/2022,-41,-38.5195996
California,8/22/2022,-22,-25.66066049
California,8/22/2022,-13,-23.8188675
California,8/22/2022,-23,-15.31034706
California,8/22/2022,-27,-29.34763279
California,8/22/2022,-19,-22.91402183
California,8/22/2022,-35,-30.26711494
California,8/22/2022,-31,-31.58301641
California,8/22/2022,-28,-21.59265438
California,8/22/2022,-37,-30.47771033
California,8/22/2022,-28,-23.24321215
California,8/22/2022,-34,-32.07957148
California,8/22/2022,-56,-47.3603921
California,8/22/2022,-14,-27.67152172
California,8/22/2022,-29,-25.89797857
California,8/22/2022,-46,-39.87277434
California,8/22/2022,-22,-23.68138895
California,8/22/2022,-45,-40.99772562
California,8/22/2022,-35,-31.85171752
California,8/22/2022,-23,-20.63883716
California,8/22/2022,-28,-29.62530505
California,8/22/2022,-32,-28.73531197
California,8/22/2022,-26,-22.25085408
California,8/22/2022,-25,-22.18193522
California,8/22/2022,-33,-28.27694516
California,8/22/2022,-36,-30.23114688
Pennsylvania,8/22/2022,-40,-35.48677485
Pennsylvania,8/22/2022,-27,-25.6628564
Pennsylvania,8/22/2022,-20,-31.34697758
Pennsylvania,8/22/2022,-29,-36.39742351
Pennsylvania,8/22/2022,-40,-36.85975347
Pennsylvania,8/22/2022,-34,-39.70261658
Pennsylvania,8/22/2022,-37,-34.35294836
Pennsylvania,8/22/2022,-40,-39.91464473
Pennsylvania,8/22/2022,-26,-26.16851582
Pennsylvania,8/22/2022,-23,-30.28484968
Pennsylvania,8/22/2022,-32,-27.95824218
Pennsylvania,8/22/2022,-26,-27.01552941
Pennsylvania,8/22/2022,-26,-25.63319905
Pennsylvania,8/22/2022,-31,-34.0685808
Pennsylvania,8/22/2022,-42,-41.11078223
Pennsylvania,8/22/2022,-33,-30.46487368
Pennsylvania,8/22/2022,-40,-32.39558294
Pennsylvania,8/22/2022,-23,-25.00721924
Pennsylvania,8/22/2022,-25,-33.37401082
Pennsylvania,8/22/2022,-23,-28.63372543
Wyoming,8/22/2022,-19,-22.7031925
California,8/23/2022,-42,-38.27184914
California,8/23/2022,-36,-31.55225286
California,8/23/2022,-32,-31.78770263
California,8/23/2022,-26,-28.62468854
California,8/23/2022,-26,-27.89959061
California,8/23/2022,-22,-29.74913844
California,8/23/2022,-24,-22.59461754
California,8/23/2022,-23,-26.83552816
California,8/23/2022,-34,-28.41683238
California,8/23/2022,-19,-23.94707284
California,8/23/2022,-38,-34.84966186
California,8/23/2022,-17,-25.84752808
California,8/23/2022,-14,-21.1976148
California,8/23/2022,-25,-14.77678683
California,8/23/2022,-29,-27.53065749
California,8/23/2022,-12,-26.74150286
California,8/23/2022,-33,-32.15434549
California,8/23/2022,-30,-31.8739567
California,8/23/2022,-29,-21.21830926
California,8/23/2022,-36,-30.40747671
California,8/23/2022,-29,-22.74227643
California,8/23/2022,-33,-30.29349029
California,8/23/2022,-50,-43.08544274
California,8/23/2022,-17,-28.47887249
California,8/23/2022,-31,-30.23808483
California,8/23/2022,-42,-38.42278771
California,8/23/2022,-25,-27.51681606
California,8/23/2022,-39,-37.92322485
California,8/23/2022,-35,-28.64915283
California,8/23/2022,-21,-22.52673076
California,8/23/2022,-26,-29.65020937
California,8/23/2022,-31,-29.13455483
California,8/23/2022,-27,-22.56034263
California,8/23/2022,-24,-18.7705968
California,8/23/2022,-31,-28.10753622
California,8/23/2022,-35,-24.11921412
Pennsylvania,8/23/2022,-38,-33.45425559
Pennsylvania,8/23/2022,-19,-30.24427732
Pennsylvania,8/23/2022,-26,-29.56639695
Pennsylvania,8/23/2022,-37,-36.61187773
Pennsylvania,8/23/2022,-32,-29.81717006
Pennsylvania,8/23/2022,-38,-39.63707723
Pennsylvania,8/23/2022,-22,-32.09595651
Pennsylvania,8/23/2022,-27,-29.62932637
Pennsylvania,8/23/2022,-22,-28.46514455
Pennsylvania,8/23/2022,-27,-21.70886193
Pennsylvania,8/23/2022,-28,-29.90074129
Pennsylvania,8/23/2022,-36,-38.16308584
Pennsylvania,8/23/2022,-28,-33.60493867
Pennsylvania,8/23/2022,-36,-30.69495559
Pennsylvania,8/23/2022,-21,-24.46087049
Pennsylvania,8/23/2022,-23,-28.86705889
Pennsylvania,8/23/2022,-21,-27.67350815
Wyoming,8/23/2022,-18,-20.10238619
Wyoming,8/23/2022,-28,-27.48420077
California,8/24/2022,-42,-34.98917935
California,8/24/2022,-35,-30.88009104
California,8/24/2022,-30,-33.84586074
California,8/24/2022,-26,-28.69741401
California,8/24/2022,-25,-24.20172464
California,8/24/2022,-23,-30.58906311
California,8/24/2022,-24,-25.06988675
California,8/24/2022,-23,-21.01851429
California,8/24/2022,-17,-21.59450609
California,8/24/2022,-34,-28.24164545
California,8/24/2022,-19,-23.91617792
California,8/24/2022,-41,-37.40989441
California,8/24/2022,-18,-25.87389036
California,8/24/2022,-15,-23.83054448
California,8/24/2022,-26,-15.79595401
California,8/24/2022,-28,-27.56946973
California,8/24/2022,-15,-26.28940298
California,8/24/2022,-34,-30.24447098
California,8/24/2022,-31,-31.11278668
California,8/24/2022,-29,-20.9443756
California,8/24/2022,-37,-30.80367974
California,8/24/2022,-28,-23.35998225
California,8/24/2022,-35,-30.18217997
California,8/24/2022,-50,-42.26672688
California,8/24/2022,-16,-28.29445031
California,8/24/2022,-30,-27.98803286
California,8/24/2022,-42,-37.7650848
California,8/24/2022,-25,-23.60191333
California,8/24/2022,-39,-37.48121999
California,8/24/2022,-34,-27.88310435
California,8/24/2022,-25,-21.1334163
California,8/24/2022,-30,-29.72255383
California,8/24/2022,-30,-27.03450254
California,8/24/2022,-25,-23.45944952
California,8/24/2022,-25,-19.72454643
California,8/24/2022,-32,-27.34629401
California,8/24/2022,-33,-20.10431226
Pennsylvania,8/24/2022,-38,-33.57483529
Pennsylvania,8/24/2022,-23,-23.45209482
Pennsylvania,8/24/2022,-18,-27.72349622
Pennsylvania,8/24/2022,-26,-29.53025389
Pennsylvania,8/24/2022,-36,-34.67049121
Pennsylvania,8/24/2022,-28,-33.62049195
Pennsylvania,8/24/2022,-32,-31.59669238
Pennsylvania,8/24/2022,-37,-34.49743109
Pennsylvania,8/24/2022,-21,-29.47541615
Pennsylvania,8/24/2022,-28,-25.49989551
Pennsylvania,8/24/2022,-22,-25.17441283
Pennsylvania,8/24/2022,-25,-19.56666112
Pennsylvania,8/24/2022,-27,-28.59302338
Pennsylvania,8/24/2022,-37,-35.73502442
Pennsylvania,8/24/2022,-27,-30.0002982
Pennsylvania,8/24/2022,-37,-22.89536004
Pennsylvania,8/24/2022,-23,-24.87769415
Pennsylvania,8/24/2022,-24,-29.0183408
Pennsylvania,8/24/2022,-21,-27.46691052
Wyoming,8/24/2022,-19,-18.61658208
Wyoming,8/24/2022,-29,-27.70954359
California,8/25/2022,-42,-36.03892882
California,8/25/2022,-36,-31.92332027
California,8/25/2022,-28,-30.92515819
California,8/25/2022,-27,-24.96566261
California,8/25/2022,-26,-26.33855219
California,8/25/2022,-22,-28.31538663
California,8/25/2022,-24,-22.09154298
California,8/25/2022,-22,-27.14824575
California,8/25/2022,-14,-23.15916059
California,8/25/2022,-34,-28.30909169
California,8/25/2022,-18,-22.53448075
California,8/25/2022,-41,-37.9144845
California,8/25/2022,-20,-25.0524914
California,8/25/2022,-10,-19.83413573
California,8/25/2022,-25,-15.2933316
California,8/25/2022,-28,-29.25122866
California,8/25/2022,-16,-23.84820321
California,8/25/2022,-34,-30.83722659
California,8/25/2022,-28,-29.3554316
California,8/25/2022,-29,-20.71744333
California,8/25/2022,-35,-30.78205267
California,8/25/2022,-28,-20.28514364
California,8/25/2022,-35,-30.43138849
California,8/25/2022,-49,-43.6011794
California,8/25/2022,-16,-28.12180605
California,8/25/2022,-33,-29.78534582
California,8/25/2022,-42,-37.17164022
California,8/25/2022,-26,-26.87572721
California,8/25/2022,-40,-37.37331049
California,8/25/2022,-36,-27.65706058
California,8/25/2022,-18,-19.59509796
California,8/25/2022,-31,-29.99287828
California,8/25/2022,-31,-26.57108164
California,8/25/2022,-26,-23.2912122
California,8/25/2022,-24,-17.8552321
California,8/25/2022,-30,-25.86657913
California,8/25/2022,-33,-17.19089834
Pennsylvania,8/25/2022,-39,-32.8360122
Pennsylvania,8/25/2022,-23,-22.35909528
Pennsylvania,8/25/2022,-19,-27.9397524
Pennsylvania,8/25/2022,-27,-28.87886796
Pennsylvania,8/25/2022,-38,-35.54421822
Pennsylvania,8/25/2022,-34,-31.19012075
Pennsylvania,8/25/2022,-37,-35.76180129
Pennsylvania,8/25/2022,-22,-29.76508769
Pennsylvania,8/25/2022,-27,-25.6865584
Pennsylvania,8/25/2022,-26,-25.32441881
Pennsylvania,8/25/2022,-26,-19.69456379
Pennsylvania,8/25/2022,-27,-25.6373344
Pennsylvania,8/25/2022,-36,-36.9637726
Pennsylvania,8/25/2022,-26,-30.21702076
Pennsylvania,8/25/2022,-36,-23.97114459
Pennsylvania,8/25/2022,-20,-23.75205678
Pennsylvania,8/25/2022,-24,-25.56366593
Pennsylvania,8/25/2022,-22,-26.35237214
Wyoming,8/25/2022,-18,-11.97663453
Wyoming,8/25/2022,-28,-26.571262
California,8/26/2022,-40,-34.86213483
California,8/26/2022,-35,-30.92928929
California,8/26/2022,-28,-34.09097275
California,8/26/2022,-26,-23.92270487
California,8/26/2022,-20,-25.20847853
California,8/26/2022,-19,-29.20434981
California,8/26/2022,-23,-17.5599292
California,8/26/2022,-17,-21.37634883
California,8/26/2022,-12,-22.99972661
California,8/26/2022,-34,-28.40940372
California,8/26/2022,-17,-20.61153232
California,8/26/2022,-40,-32.65150763
California,8/26/2022,-10,-18.0883369
California,8/26/2022,-20,-16.28504512
California,8/26/2022,-28,-27.64436171
California,8/26/2022,-17,-23.11295274
California,8/26/2022,-32,-30.26711909
California,8/26/2022,-27,-28.10028057
California,8/26/2022,-27,-21.44266123
California,8/26/2022,-35,-30.36262252
California,8/26/2022,-26,-23.39398715
California,8/26/2022,-33,-30.67670075
California,8/26/2022,-50,-45.08146634
California,8/26/2022,-13,-27.61647524
California,8/26/2022,-30,-26.70249177
California,8/26/2022,-41,-37.15249529
California,8/26/2022,-24,-17.08774893
California,8/26/2022,-41,-39.78939681
California,8/26/2022,-36,-23.85198974
California,8/26/2022,-18,-23.32929656
California,8/26/2022,-26,-29.04618319
California,8/26/2022,-28,-22.98487019
California,8/26/2022,-23,-15.46006287
California,8/26/2022,-7,-24.98903825
California,8/26/2022,-22,-14.31060379
California,8/26/2022,-26,-20.16929277
California,8/26/2022,-30,-24.61709958
California,8/26/2022,-17,-29.3911396
Pennsylvania,8/26/2022,-36,-34.50441414
Pennsylvania,8/26/2022,-24,-24.51161356
Pennsylvania,8/26/2022,-19,-28.32163153
Pennsylvania,8/26/2022,-29,-31.28899159
Pennsylvania,8/26/2022,-40,-34.35593107
Pennsylvania,8/26/2022,-33,-35.48279759
Pennsylvania,8/26/2022,-36,-34.89568941
Pennsylvania,8/26/2022,-37,-37.37345747
Pennsylvania,8/26/2022,-26,-29.59880569
Pennsylvania,8/26/2022,-22,-31.04123289
Pennsylvania,8/26/2022,-24,-28.08127689
Pennsylvania,8/26/2022,-25,-21.11539976
Pennsylvania,8/26/2022,-26,-29.75534204
Pennsylvania,8/26/2022,-37,-39.61779625
Pennsylvania,8/26/2022,-29,-31.46650326
Pennsylvania,8/26/2022,-36,-28.22106355
Pennsylvania,8/26/2022,-21,-25.67154644
Pennsylvania,8/26/2022,-24,-27.68322446
Pennsylvania,8/26/2022,-22,-29.73139361
Wyoming,8/26/2022,-20,-14.87352188
Wyoming,8/26/2022,-27,-25.3369189
California,8/27/2022,-15,-12.32791344
California,8/27/2022,-20,-13.36910743
California,8/27/2022,-13,-19.06974327
California,8/27/2022,-16,-19.25002477
California,8/27/2022,-13,-22.18024054
California,8/27/2022,-14,-24.72972529
California,8/27/2022,-8,-16.47374708
California,8/27/2022,-13,-18.24683867
California,8/27/2022,-19,-14.53165419
California,8/27/2022,-3,-22.04319324
California,8/27/2022,-15,-23.52243472
California,8/27/2022,-16,-19.3516037
California,8/27/2022,3,-14.72211642
California,8/27/2022,-10,-18.85102707
California,8/27/2022,-9,-19.76682707
California,8/27/2022,-17,-14.16674411
California,8/27/2022,-4,-11.37283387
California,8/27/2022,-17,-15.69885227
California,8/27/2022,-14,-13.33696119
California,8/27/2022,-20,-15.09142521
California,8/27/2022,-18,-15.08216605
California,8/27/2022,-11,-14.94378599
California,8/27/2022,-4,-14.67211218
California,8/27/2022,-17,-16.42972671
California,8/27/2022,-11,-12.7419916
California,8/27/2022,-20,-16.00756266
California,8/27/2022,-4,-12.41156337
California,8/27/2022,-16,-17.20234645
California,8/27/2022,-12,-16.62953951
California,8/27/2022,-10,-16.5981815
California,8/27/2022,-16,-15.94103588
California,8/27/2022,-14,-13.12201794
California,8/27/2022,3,-13.25459944
California,8/27/2022,-14,-14.83357286
California,8/27/2022,-17,-15.67466952
California,8/27/2022,-6,-12.55442719
Pennsylvania,8/27/2022,-15,-11.90209524
Pennsylvania,8/27/2022,-11,-7.054917616
Pennsylvania,8/27/2022,2,-7.920491652
Pennsylvania,8/27/2022,1,-5.963405297
Pennsylvania,8/27/2022,-1,-7.931485839
Pennsylvania,8/27/2022,-7,-12.5502479
Pennsylvania,8/27/2022,-16,-14.52510023
Pennsylvania,8/27/2022,-3,-8.317565083
Pennsylvania,8/27/2022,-8,-10.17227726
Pennsylvania,8/27/2022,-6,-11.21326412
Pennsylvania,8/27/2022,-5,-12.07609644
Pennsylvania,8/27/2022,-4,-7.872273937
Pennsylvania,8/27/2022,-16,-16.54127787
Pennsylvania,8/27/2022,-3,-6.222566564
Pennsylvania,8/27/2022,-8,-8.241372698
Wyoming,8/27/2022,-4,-8.967249983
California,8/28/2022,-14,-11.65244961
California,8/28/2022,-13,-14.14271085
California,8/28/2022,-13,-12.8669774
California,8/28/2022,-7,-14.46793297
California,8/28/2022,-12,-18.18379798
California,8/28/2022,-13,-23.61061573
California,8/28/2022,-5,-16.40351445
California,8/28/2022,1,-15.20088992
California,8/28/2022,-17,-13.36792311
California,8/28/2022,-1,-10.59537411
California,8/28/2022,-6,-10.65126165
California,8/28/2022,5,-11.65876086
California,8/28/2022,-21,-17.00930329
California,8/28/2022,-14,-10.79087887
California,8/28/2022,-9,-14.75407098
California,8/28/2022,-3,-9.295228347
California,8/28/2022,-15,-16.19778421
California,8/28/2022,-13,-12.50831944
California,8/28/2022,-18,-15.56901124
California,8/28/2022,-13,-14.63452088
California,8/28/2022,-10,-14.03114095
California,8/28/2022,-4,-14.81573395
California,8/28/2022,-16,-17.57763974
California,8/28/2022,-14,-12.05717542
California,8/28/2022,-14,-17.74513042
California,8/28/2022,-1,-12.32661072
California,8/28/2022,-20,-15.58018183
California,8/28/2022,-12,-13.38262079
California,8/28/2022,-12,-14.42959887
California,8/28/2022,-12,-15.05767462
California,8/28/2022,-13,-14.9902796
California,8/28/2022,-12,-13.52424864
California,8/28/2022,-13,-15.69863589
California,8/28/2022,-10,-11.60707346
Pennsylvania,8/28/2022,-9,-8.616691172
Pennsylvania,8/28/2022,3,-7.085961385
Pennsylvania,8/28/2022,4,-3.47221812
Pennsylvania,8/28/2022,2,-4.194904414
Pennsylvania,8/28/2022,-1,-7.088818777
Pennsylvania,8/28/2022,-18,-18.85640689
Pennsylvania,8/28/2022,-7,-8.839844041
Pennsylvania,8/28/2022,-4,-11.18824605
Pennsylvania,8/28/2022,0,-7.932905315
Pennsylvania,8/28/2022,-2,-6.645064208
Pennsylvania,8/28/2022,-2,-10.57853898
Pennsylvania,8/28/2022,-6,-11.44215456
Pennsylvania,8/28/2022,-20,-15.51766121
Pennsylvania,8/28/2022,1,-7.789059566
Pennsylvania,8/28/2022,-8,-7.410621891
Pennsylvania,8/28/2022,4,-5.831298588
Wyoming,8/28/2022,-4,-11.81374066
Wyoming,8/28/2022,-5,-8.241005025
California,8/29/2022,-42,-33.98269212
California,8/29/2022,-36,-23.56279966
California,8/29/2022,-28,-28.74094781
California,8/29/2022,-26,-19.63543103
California,8/29/2022,-18,-24.08586355
California,8/29/2022,-15,-20.40465308
California,8/29/2022,-22,-16.71263655
California,8/29/2022,-15,-12.44968051
California,8/29/2022,-15,-20.50123897
California,8/29/2022,-33,-17.52895485
California,8/29/2022,-12,-17.31741947
California,8/29/2022,-42,-31.69344662
California,8/29/2022,-19,-23.58506116
California,8/29/2022,-8,-14.93332361
California,8/29/2022,-21,-16.89678065
California,8/29/2022,-26,-19.39624517
California,8/29/2022,-15,-17.20337815
California,8/29/2022,-34,-20.20316789
California,8/29/2022,-29,-27.20279502
California,8/29/2022,-25,-16.54092913
California,8/29/2022,-35,-25.92624437
California,8/29/2022,-25,-15.97696428
California,8/29/2022,-33,-26.58588332
California,8/29/2022,-55,-42.24198599
California,8/29/2022,-12,-24.96788014
California,8/29/2022,-30,-22.91284406
California,8/29/2022,-45,-37.19438917
California,8/29/2022,-21,-14.45223614
California,8/29/2022,-43,-37.25708459
California,8/29/2022,-34,-25.11273925
California,8/29/2022,-22,-15.05866363
California,8/29/2022,-28,-24.06739109
California,8/29/2022,-31,-18.41735711
California,8/29/2022,-23,-14.05279746
California,8/29/2022,-21,-14.62063441
California,8/29/2022,-31,-16.40735996
California,8/29/2022,-34,-16.03042694
Pennsylvania,8/29/2022,-39,-31.03356924
Pennsylvania,8/29/2022,-26,-23.37117852
Pennsylvania,8/29/2022,-19,-22.63735541
Pennsylvania,8/29/2022,-27,-26.57647659
Pennsylvania,8/29/2022,-39,-31.88421173
Pennsylvania,8/29/2022,-33,-31.70473568
Pennsylvania,8/29/2022,-36,-28.64546512
Pennsylvania,8/29/2022,-38,-29.4950492
Pennsylvania,8/29/2022,-25,-24.77608678
Pennsylvania,8/29/2022,-22,-23.44283093
Pennsylvania,8/29/2022,-30,-23.54190712
Pennsylvania,8/29/2022,-24,-23.40390689
Pennsylvania,8/29/2022,-25,-21.42292961
Pennsylvania,8/29/2022,-28,-22.89577514
Pennsylvania,8/29/2022,-40,-36.68054374
Pennsylvania,8/29/2022,-31,-27.07514825
Pennsylvania,8/29/2022,-40,-18.80325595
Pennsylvania,8/29/2022,-22,-20.4861512
Pennsylvania,8/29/2022,-24,-25.43581944
Pennsylvania,8/29/2022,-21,-23.78370667
Wyoming,8/29/2022,-17,-15.81471518
California,8/30/2022,-40,-32.93176047
California,8/30/2022,-33,-20.22791895
California,8/30/2022,-27,-27.17019389
California,8/30/2022,-25,-20.69108647
California,8/30/2022,-24,-23.09027906
California,8/30/2022,-20,-20.87953701
California,8/30/2022,-22,-19.39234339
California,8/30/2022,-19,-17.93493396
California,8/30/2022,-33,-17.15846487
California,8/30/2022,-17,-16.41104564
California,8/30/2022,-38,-30.65243187
California,8/30/2022,-17,-22.09080613
California,8/30/2022,-7,-13.6544841
California,8/30/2022,-24,-16.70186009
California,8/30/2022,-28,-15.49559182
California,8/30/2022,-11,-21.14109437
California,8/30/2022,-32,-26.52028684
California,8/30/2022,-26,-26.72988738
California,8/30/2022,-27,-16.24953721
California,8/30/2022,-34,-22.08807189
California,8/30/2022,-27,-15.60888751
California,8/30/2022,-32,-19.32530955
California,8/30/2022,-49,-38.672419
California,8/30/2022,-15,-24.74414671
California,8/30/2022,-30,-23.62793212
California,8/30/2022,-41,-33.35558241
California,8/30/2022,-24,-16.05028724
California,8/30/2022,-37,-32.66314919
California,8/30/2022,-33,-20.74501802
California,8/30/2022,-20,-19.23292671
California,8/30/2022,-25,-21.15208783
California,8/30/2022,-28,-16.72833204
California,8/30/2022,-23,-15.23144082
California,8/30/2022,-20,-13.17327388
California,8/30/2022,-29,-17.95820975
California,8/30/2022,-32,-15.87626652
Pennsylvania,8/30/2022,-37,-29.59475856
Pennsylvania,8/30/2022,-17,-21.07975096
Pennsylvania,8/30/2022,-24,-25.83814412
Pennsylvania,8/30/2022,-35,-31.10052236
Pennsylvania,8/30/2022,-27,-30.90306178
Pennsylvania,8/30/2022,-31,-24.19086952
Pennsylvania,8/30/2022,-37,-30.11316447
Pennsylvania,8/30/2022,-25,-22.39831511
Pennsylvania,8/30/2022,-21,-23.0106962
Pennsylvania,8/30/2022,-25,-10.76749508
Pennsylvania,8/30/2022,-20,-18.05554267
Pennsylvania,8/30/2022,-25,-19.90443975
Pennsylvania,8/30/2022,-26,-24.59769582
Pennsylvania,8/30/2022,-35,-34.77439595
Pennsylvania,8/30/2022,-26,-26.65620567
Pennsylvania,8/30/2022,-36,-12.43748224
Pennsylvania,8/30/2022,-19,-20.84154592
Pennsylvania,8/30/2022,-22,-25.76679372
Pennsylvania,8/30/2022,-19,-18.63262775
Wyoming,8/30/2022,-16,-14.6995067
Wyoming,8/30/2022,-28,-23.06858738
California,8/31/2022,-41,-30.73834672
California,8/31/2022,-34,-22.49018243
California,8/31/2022,-27,-28.75516092
California,8/31/2022,-25,-22.49651645
California,8/31/2022,-23,-20.45934427
California,8/31/2022,-21,-17.89161373
California,8/31/2022,-23,-17.44726238
California,8/31/2022,-20,-16.03911366
California,8/31/2022,-15,-13.0718661
California,8/31/2022,-34,-16.12925554
California,8/31/2022,-16,-17.72950651
California,8/31/2022,-40,-30.06943353
California,8/31/2022,-18,-21.24597774
California,8/31/2022,-10,-13.34989269
California,8/31/2022,-25,-17.40999705
California,8/31/2022,-26,-16.05893434
California,8/31/2022,-12,-20.84118839
California,8/31/2022,-33,-21.12228403
California,8/31/2022,-29,-26.51509992
California,8/31/2022,-27,-16.44636106
California,8/31/2022,-35,-24.26636813
California,8/31/2022,-27,-16.51381628
California,8/31/2022,-34,-21.96790213
California,8/31/2022,-50,-37.45875471
California,8/31/2022,-15,-22.27795421
California,8/31/2022,-30,-19.87092701
California,8/31/2022,-41,-33.81618448
California,8/31/2022,-24,-16.06466578
California,8/31/2022,-38,-33.03835755
California,8/31/2022,-32,-16.18604533
California,8/31/2022,-24,-15.85406416
California,8/31/2022,-28,-16.64098448
California,8/31/2022,-28,-16.21665884
California,8/31/2022,-23,-15.99414507
California,8/31/2022,-22,-14.72767267
California,8/31/2022,-30,-16.65468434
California,8/31/2022,-32,-15.33644358
Pennsylvania,8/31/2022,-36,-26.16012924
Pennsylvania,8/31/2022,-21,-15.22101724
Pennsylvania,8/31/2022,-16,-16.35665098
Pennsylvania,8/31/2022,-23,-21.2112278
Pennsylvania,8/31/2022,-34,-28.1817765
Pennsylvania,8/31/2022,-26,-26.99586217
Pennsylvania,8/31/2022,-30,-20.88556622
Pennsylvania,8/31/2022,-36,-28.03813903
Pennsylvania,8/31/2022,-23,-21.36011462
Pennsylvania,8/31/2022,-20,-17.27017316
Pennsylvania,8/31/2022,-26,-9.566820035
Pennsylvania,8/31/2022,-21,-17.83661302
Pennsylvania,8/31/2022,-24,-14.17969376
Pennsylvania,8/31/2022,-25,-19.68854285
Pennsylvania,8/31/2022,-36,-25.96161156
Pennsylvania,8/31/2022,-25,-20.75648278
Pennsylvania,8/31/2022,-36,-13.81635541
Pennsylvania,8/31/2022,-22,-17.92993216
Pennsylvania,8/31/2022,-22,-20.53833836
Pennsylvania,8/31/2022,-20,-19.69186969
Wyoming,8/31/2022,-16,-9.611203062
Wyoming,8/31/2022,-28,-21.25875882
California,9/1/2022,-42,-31.31578637
California,9/1/2022,-35,-19.18064036
California,9/1/2022,-28,-24.71257714
California,9/1/2022,-26,-14.5949918
California,9/1/2022,-26,-16.9521912
California,9/1/2022,-23,-17.05723697
California,9/1/2022,-23,-9.05568496
California,9/1/2022,-21,-14.43895494
California,9/1/2022,-11,-8.835041364
California,9/1/2022,-34,-17.01705755
California,9/1/2022,-15,-11.47724236
California,9/1/2022,-40,-28.71376903
California,9/1/2022,-18,-15.51302841
California,9/1/2022,-7,-9.674897196
California,9/1/2022,-24,-18.78255055
California,9/1/2022,-29,-16.2868417
California,9/1/2022,-14,-13.66800712
California,9/1/2022,-33,-20.70904123
California,9/1/2022,-27,-25.2796621
California,9/1/2022,-28,-16.0769671
California,9/1/2022,-34,-24.72066705
California,9/1/2022,-27,-17.13430932
California,9/1/2022,-35,-20.32215882
California,9/1/2022,-49,-35.66937726
California,9/1/2022,-15,-15.4097915
California,9/1/2022,-32,-15.65837028
California,9/1/2022,-41,-31.40218504
California,9/1/2022,-24,-17.49710729
California,9/1/2022,-40,-31.60861141
California,9/1/2022,-35,-17.44028419
California,9/1/2022,-18,-11.08711232
California,9/1/2022,-30,-19.47050985
California,9/1/2022,-30,-14.10811771
California,9/1/2022,-25,-17.15356796
California,9/1/2022,-21,-18.34501438
California,9/1/2022,-30,-16.06047875
California,9/1/2022,-33,-14.19384906
Pennsylvania,9/1/2022,-38,-16.96999218
Pennsylvania,9/1/2022,-22,-13.30202861
Pennsylvania,9/1/2022,-18,-14.07097818
Pennsylvania,9/1/2022,-25,-18.98083178
Pennsylvania,9/1/2022,-36,-25.20444113
Pennsylvania,9/1/2022,-32,-22.44625165
Pennsylvania,9/1/2022,-37,-24.88277545
Pennsylvania,9/1/2022,-24,-10.98775345
Pennsylvania,9/1/2022,-21,-15.16688174
Pennsylvania,9/1/2022,-26,-7.575845199
Pennsylvania,9/1/2022,-24,-14.76845592
Pennsylvania,9/1/2022,-24,-11.8340551
Pennsylvania,9/1/2022,-24,-13.94555589
Pennsylvania,9/1/2022,-35,-25.81415072
Pennsylvania,9/1/2022,-25,-16.07591255
Pennsylvania,9/1/2022,-35,-12.85125912
Pennsylvania,9/1/2022,-19,-16.32992796
Pennsylvania,9/1/2022,-22,-16.25589306
Pennsylvania,9/1/2022,-21,-17.92241533
Wyoming,9/1/2022,-18,-8.632244661
Wyoming,9/1/2022,-28,-16.88291508
California,9/2/2022,-41,-31.35493148
California,9/2/2022,-35,-22.93970717
California,9/2/2022,-29,-26.66358229
California,9/2/2022,-25,-17.95421298
California,9/2/2022,-20,-16.02190188
California,9/2/2022,-21,-13.8330074
